hip_y,leg_scale,disk_radius,disk_com_x,disk_com_z,complete_com_x,complete_com_z,complete_com_radial_offset,rolling_foot_radial_margin,score,mean_coast_distance,direction_asymmetry,mean_final_speed,mean_slip_rms,mean_lateral_drift,mean_axis_tilt_rms_deg,mean_disk_contact_fraction,mean_foot_contact_fraction,mean_actuator_work,rest_drift,failed,forward_distance,reverse_distance,forward_final_speed,reverse_final_speed
0.07,0.85,0.17,0.0,0.0,0.001821872856559399,-0.013242212290171085,0.013366952047622001,0.030041646737797134,2.452808653601469,2.644032329034247,0.016034770753814875,0.5418213628571504,0.04320856209351307,0.001389150804894797,0.05720355364258692,0.9784999999999999,0.0,694.0311956241208,0.03967357474911587,False,2.6520497144111546,2.6360149436573397,0.5334218150994672,0.5502209106148337
0.09,1.0,0.2,0.03,0.0,0.01639574576184572,-0.007705256247853898,0.01811605511506778,0.02770631700768031,2.4507481063027066,2.890530300893742,0.14016922089790018,0.713174633895908,0.04037126959010877,0.00025330934236626344,0.0056485103254877884,0.9795,0.0,656.0863945594742,0.43221343748660335,False,2.960614911342692,2.820445690444792,0.8901372852877945,0.5362119825040215
0.07,1.0,0.2,0.03,0.0,0.01639574576184572,-0.007705256247853898,0.01811605511506778,0.02770631700768031,2.448986101359916,2.890874129450126,0.14086634420332889,0.7124992887202739,0.04033841834148961,0.0031100275490731576,0.05889197345841396,0.977,0.0,656.0573500026924,0.43220275819161785,False,2.9613073015517903,2.8204409573484615,0.8887566661704805,0.5362419112700673
0.07,1.0,0.17,-0.03,0.0,-0.012108986099353016,-0.007705256247853898,0.014352648473345123,-0.0022936829923197177,2.443818035534665,2.793131124805283,0.034715199125010976,0.6213516005254465,0.04776080913768401,0.006469496161198239,0.28287612889816094,0.9555,0.067,644.6363352416872,-0.3149946355050754,False,2.7757735252427773,2.8104887243677883,0.7171458426312141,0.525557358419679
0.09,0.85,0.2,0.0,0.0,0.001821872856559399,-0.013242212290171085,0.013366952047622001,0.06004164673779719,2.439630851250329,2.625945485831621,0.00237200614738331,0.7640421475385026,0.037324366145184036,0.00012216167727455949,0.023125064633244166,0.9784999999999999,0.0,693.1048266059098,0.05117630429184485,False,2.6247594827579293,2.6271314889053126,0.7882188178396801,0.7398654772373251
0.07,0.85,0.2,0.0,0.0,0.001821872856559399,-0.013242212290171085,0.013366952047622001,0.06004164673779719,2.4372226911522805,2.625033119260375,0.004411159440296242,0.7641339351862844,0.037510762107229326,0.00023285727156125368,0.009074761659871833,0.975,0.0,693.1323298621104,0.05117684640561899,False,2.6228275395402267,2.627238698980523,0.788502184873697,0.7397656854988717
0.09,1.0,0.17,-0.03,0.0,-0.012108986099353016,-0.007705256247853898,0.014352648473345123,-0.0022936829923197177,2.4183854095951585,2.7901054864323065,0.05550491054561135,0.6039662811940061,0.04707420337027349,0.026909829502236388,0.8646015360677707,0.9635,0.07700000000000001,643.4617433379015,-0.3150081067767424,False,2.762353031159501,2.817857941705112,0.688934423182053,0.5189981392059593
0.09,1.0,0.17,0.03,0.0,0.01639574576184572,-0.007705256247853898,0.01811605511506778,-0.0022936829923197177,2.341180241828882,2.737973002805977,0.13104570456498799,0.5533922544212144,0.04632318851016871,0.004247099157688947,0.1346548569669194,0.9624999999999999,0.0785,640.2077075864206,0.31644782725890974,False,2.803495855088471,2.672450150523483,0.46521589244750206,0.6415686163949269
0.07,1.0,0.17,0.03,0.0,0.01639574576184572,-0.007705256247853898,0.01811605511506778,-0.0022936829923197177,2.3291399925477454,2.7168278326859996,0.11581968301121615,0.5491270171325184,0.046002196637705564,0.0014752524123258295,0.05752658892275059,0.96,0.0755,643.0350905089126,0.3164344056560056,False,2.774737674191608,2.6589179911803917,0.47493067932370253,0.6233233549413343
0.07,0.85,0.17,-0.03,0.0,-0.01243049307403997,-0.013242212290171085,0.018162415709418,0.030041646737797134,2.265047373380298,2.5865888327459077,0.138290722186734,0.5108465122235051,0.042660838454454675,0.00012271631029028217,0.00353282621205425,0.978,0.0,694.80614973454,-0.17967205058107638,False,2.5174434716525407,2.6557341938392747,0.4542275706651463,0.567465453781864
0.09,0.85,0.17,-0.03,0.0,-0.01243049307403997,-0.013242212290171085,0.018162415709418,0.030041646737797134,2.263668196009393,2.5861979176416705,0.13948192139977333,0.5106716201011107,0.04278041339759504,0.0002317833235475918,0.01682506112100587,0.9755,0.0,694.7956902381083,-0.17967974880391135,False,2.516456956941784,2.655938878341557,0.45378973047110344,0.5675535097311178
0.07,0.85,0.2,-0.03,0.0,-0.01243049307403997,-0.013242212290171085,0.018162415709418,0.06004164673779719,2.2143559171633207,2.522343805823459,0.027917778449363606,0.7734949689831199,0.03560527556250626,0.0001461303514057923,0.0095971569641129,0.9775,0.0,693.9097824050377,-0.27020429136712815,False,2.508384916598777,2.5363026950481404,0.7471797383995482,0.7998101995666914
